ticker,base_symbol,name,coingecko_id,market_cap_rank,market_cap,fdv,volume_24h,price_change_24h,categories,last_updated
USTCUSDT,ustc,TerraClassicUSD,terrausd,697,63269407,68942259,8870163,-3.4252,Stablecoins;USD Stablecoin;Seigniorage;Alleged SEC Securities;Osmosis Ecosystem;DeFiance Capital Portfolio;Terra Classic Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Galaxy Digital Portfolio;Fiat-backed Stablecoin,2025-09-23 07:35:45
USUALUSDT,usual,Usual,usual,723,59446358,80216757,21562733,-2.72645,Decentralized Finance (DeFi);BNB Chain Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Coinbase Ventures Portfolio;Stablecoin Issuer;YZi Labs (Prev. Binance Labs) Portfolio;Galaxy Digital Portfolio;Governance,2025-09-23 07:37:17
UTKUSDT,utk,UNITE THE KINGDOM,unite-the-kingdom,6704,174164,174164,8228.49,-9.42363,Solana Ecosystem;Meme;Solana Meme,2025-09-23 07:37:38
VANAUSDT,vana,Vana,vana,438,126119721,491375538,16689472,-6.599,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Paradigm Portfolio;Coinbase Ventures Portfolio;DeFiance Capital Portfolio;Polychain Capital Portfolio;Vana Ecosystem,2025-09-23 07:37:49
VANRYUSDT,vanry,Vanar Chain,vanar-chain,825,48185979,49026945,9589338,0.24177,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);Polygon Ecosystem;Ethereum Ecosystem;Vanar Chain Ecosystem,2025-09-23 07:39:20
VETUSDT,vet,VeChain,vechain,72,1980083411,1980083411,44916913,-0.56759,Internet of Things (IOT);Smart Contract Platform;Layer 1 (L1);VeChain Ecosystem;Made in China,2025-09-23 07:39:41
VICUSDT,vic,Viction,tomochain,1171,25840460,44255062,1337174,-0.45961,Smart Contract Platform;Masternodes;Layer 1 (L1);DWF Labs Portfolio,2025-09-23 07:41:12
VIRTUALUSDT,virtual,Virtuals Protocol,virtual-protocol,147,725265495,1106253201,21558616,-1.86678,Artificial Intelligence (AI);Solana Ecosystem;Ethereum Ecosystem;Base Ecosystem;AI Agents;Virtuals Protocol Ecosystem;AI Agent Launchpad;Binance Alpha Spotlight,2025-09-23 07:41:23
VOXELUSDT,voxel,Voxies,voxies,1613,12959190,15981737,4213723,0.92298,Gaming (GameFi);NFT;Polygon Ecosystem;Binance Launchpad;RPG;Gaming Utility Token;Strategy Games;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 07:41:34
VTHOUSDT,vtho,VeThor,vethor-token,386,157468810,157554366,1925818,-0.86453,Layer 1 (L1);VeChain Ecosystem,2025-09-23 07:43:06
WANUSDT,wan,Wanchain,wanchain,1355,19555334,20670851,3311556,-0.0214,Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);Layer 1 (L1);Proof of Stake (PoS);Cross-chain Communication;Privacy Blockchain,2025-09-23 07:43:17
WAXPUSDT,waxp,WAX,wax,701,62867094,67643060,1857409,-1.646,Smart Contract Platform;Gaming (GameFi);NFT;Layer 1 (L1);Play To Earn;Ethereum Ecosystem;Animoca Brands Portfolio;Gaming Blockchains;Pantera Capital Portfolio;OKX Ventures Portfolio;Wax Ecosystem,2025-09-23 07:43:28
WBETHUSDT,wbeth,Wrapped Beacon ETH,wrapped-beacon-eth,13,14800007501,14800007501,10326757,-0.00936,Crypto-Backed Tokens;BNB Chain Ecosystem;Wrapped-Tokens;Liquid Staking Tokens;Ethereum Ecosystem;Liquid Staking,2025-09-23 07:44:59
WBTCUSDT,wbtc,Wrapped Bitcoin,wrapped-bitcoin,16,14395268218,14395268218,319666784,0.42882,Crypto-Backed Tokens;Tokenized BTC;BNB Chain Ecosystem;Wrapped-Tokens;Solana Ecosystem;Avalanche Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Aptos Ecosystem;Base Ecosystem;FTX Holdings;Osmosis Ecosystem;Berachain Ecosystem;Telos Ecosystem;Sonic Ecosystem;Sei Network Ecosystem;World Liberty Financial Portfolio;Swellchain Ecosystem;Soneium Ecosystem;Unichain Ecosystem,2025-09-23 07:53:33
WCTUSDT,wct,WalletConnect Token,connect-token-wct,786,52040431,279207028,35086425,-1.25072,Solana Ecosystem;Wallets;Ethereum Ecosystem;Optimism Ecosystem,2025-09-23 07:54:45
WIFUSDT,wif,dogwifhat,dogwifcoin,136,798868679,798868679,253326669,0.09081,Solana Ecosystem;Meme;Dog-Themed;Solana Meme;GMCI Meme Index;GMCI Index;Unichain Ecosystem,2025-09-23 07:57:47
WINUSDT,win,WINkLink,wink,806,49878806,50144746,16964751,-0.28737,Oracle;Binance Launchpad;Tron Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 07:58:18
WLDUSDT,wld,Worldcoin,worldcoin-wld,58,2744079087,13397130318,405746655,0.74519,Smart Contract Platform;Ethereum Ecosystem;Decentralized Identifier (DID);Optimism Ecosystem;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;Blockchain Capital Portfolio;Optimism Superchain Ecosystem;World Chain Ecosystem;Made in USA;Governance,2025-09-23 07:58:30
WLFIUSDT,wlfi,World Liberty Financial,world-liberty-financial,38,5632762781,20669102551,814156194,-4.85779,BNB Chain Ecosystem;Solana Ecosystem;Ethereum Ecosystem;Stablecoin Issuer;Made in USA;Trump-Affiliated,2025-09-23 08:00:10
WOOUSDT,woo,WOO,woo-network,441,124140441,143689361,13542025,-3.09986,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Automated Market Maker (AMM);BNB Chain Ecosystem;Derivatives;Perpetuals;Centralized Exchange (CEX) Token;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;ZkSync Ecosystem;Mantle Ecosystem;Linea Ecosystem;Base Ecosystem;DragonFly Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 08:00:21
WUSDT,w,Wormhole,wormhole,186,501637477,1051180114,76710647,-1.98264,Solana Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Interoperability;Base Ecosystem;Multicoin Capital Portfolio;Cross-chain Communication;Made in USA;Governance,2025-09-23 08:01:53
XAIUSDT,xai,Xai,xai-blockchain,747,56513951,88537331,21677022,0.2373,Smart Contract Platform;Gaming (GameFi);NFT;Binance Launchpool;Arbitrum Ecosystem;Layer 3 (L3);XAI Ecosystem;Gaming Blockchains;Outlier Ventures Portfolio,2025-09-23 08:04:55
XECUSDT,xec,eCash,ecash,239,358533372,358535959,9958112,-0.82993,Smart Contract Platform;Layer 1 (L1);Bitcoin Fork;Proof of Work (PoW),2025-09-23 08:05:06
XLMUSDT,xlm,Stellar,stellar,21,11831418130,18554646930,242249941,3.9712,Smart Contract Platform;Real World Assets (RWA);Stellar Ecosystem;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 08:05:17
XNOUSDT,xno,Nano,nano,496,106655479,106655479,633946,0.095,Layer 1 (L1);Payment Solutions;Made in USA;Directed Acyclic Graph (DAG),2025-09-23 08:06:48
XRPUSDT,xrp,XRP,ripple,4,171514758020,286882430486,7238401565,2.3102,FTX Holdings;Pantera Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;XRP Ledger Ecosystem;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 08:07:19
XTZUSDT,xtz,Binance-Peg Tezos Token,binance-peg-tezos-token,,0.0,3568810,846.54,-1.10318,BNB Chain Ecosystem;Binance-Peg Tokens,2025-09-23 08:08:40
XUSDUSDT,xusd,StraitsX XUSD,straitsx-xusd,636,73673143,73673143,24733645,0.02781,Stablecoins;Ethereum Ecosystem,2025-09-23 08:11:42
XVGUSDT,xvg,Verge,verge,570,87329123,87503807,3915366,-1.18845,Smart Contract Platform;Privacy;Proof of Work (PoW);Made in USA,2025-09-23 08:12:03
XVSUSDT,xvs,Venus,venus,499,105749775,187866761,8222089,0.25134,Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Binance Launchpool;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;ZkSync Ecosystem;opBNB Ecosystem;Unichain Ecosystem,2025-09-23 08:12:14
YFIUSDT,yfi,yearn.finance,yearn-finance,360,175030983,189286040,14258744,1.64142,Decentralized Finance (DeFi);Yield Farming;Yield Aggregator;Yearn Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Gnosis Chain Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Index Coop Defi Index;Alameda Research Portfolio;Energi Ecosystem;Sora Ecosystem;Huobi ECO Chain Ecosystem;Blockchain Capital Portfolio;Governance,2025-09-23 08:13:45
YGGUSDT,ygg,Yield Guild Games,yield-guild-games,535,95534610,159799149,25835291,2.17729,Gaming (GameFi);NFT;BNB Chain Ecosystem;Metaverse;Collectibles;Polygon Ecosystem;Play To Earn;Harmony Ecosystem;Guild and Scholarship;Ethereum Ecosystem;Animoca Brands Portfolio;Base Ecosystem;DWF Labs Portfolio;Ronin Ecosystem;Gaming Governance Token;Andreessen Horowitz (a16z) Portfolio;Delphi Ventures Portfolio;Abstract Ecosystem,2025-09-23 08:13:56
ZECUSDT,zec,Zcash,zcash,135,802767534,802771768,29356644,1.78214,Smart Contract Platform;Privacy;Layer 1 (L1);Near Protocol Ecosystem;Zero Knowledge (ZK);Proof of Work (PoW);Pantera Capital Portfolio;Made in USA;Coinbase 50 Index,2025-09-23 08:14:07
ZENUSDT,zen,Horizen,zencash,464,118265505,143240299,5925215,2.08267,Smart Contract Platform;Zero Knowledge (ZK);Base Ecosystem;Made in USA,2025-09-23 08:16:04
ZILUSDT,zil,Zilliqa,zilliqa,321,213665017,221114457,14048584,0.43705,Smart Contract Platform;BNB Chain Ecosystem;GMCI Layer 1 Index;GMCI Index;Made in China,2025-09-23 08:16:15
ZKCUSDT,zkc,Boundless,boundless,428,131177763,652830122,183344124,-11.49912,BNB Chain Ecosystem;Ethereum Ecosystem;Zero Knowledge (ZK);Capital Launchpad;Governance,2025-09-23 08:16:26
ZKUSDT,zk,ZKsync,zksync,237,364616759,1058793665,21074372,1.14285,Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);ZkSync Ecosystem;Consensys Portfolio;Blockchain Capital Portfolio;OKX Ventures Portfolio,2025-09-23 08:17:58
ZROUSDT,zro,LayerZero,layerzero,326,209966082,1888985072,79246918,2.86522,Smart Contract Platform;BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Multicoin Capital Portfolio;Layer 0 (L0);Cross-chain Communication;Circle Ventures Portfolio;Sequoia Capital Portfolio;OKX Ventures Portfolio,2025-09-23 08:18:09
ZRXUSDT,zrx,0x Protocol,0x,333,203860594,240289274,15681855,2.44522,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Avalanche Ecosystem;Harmony Ecosystem;Ethereum Ecosystem;Coinbase Ventures Portfolio;Pantera Capital Portfolio;Energi Ecosystem;GMCI DeFi Index;Blockchain Capital Portfolio;GMCI Index;Made in USA;Governance,2025-09-23 08:18:20
